show_id,type,title,director,cast,average_rating,country,date_added,release_year,rating,duration,listed_in,description
s2945,TV Show,Building The Dream Nashville,,Vern Yip\Carisha Swanson,3.5,,,2020,7+,1 Season,Documentary\Special Interest,Comedy Dynamics Presents: Bryan Callen struggles with which definition of masculinity to embrace. His example growing up was his giant of a father. A marine. A man built for war. A man hairy enough to walk up to a bee hive naked and start eating honey without a problem. Bryan did not grow into his father. Bryan is a man but a man built for dance not war. This is his struggle.
s2946,TV Show,Building Dream Homes,,Richard Wilson,1.57,,,2014,TV-PG,1 Season,Documentary\Special Interest,Comedy Dynamics Presents: In his first one-hour comedy special Bryan Callen gives his unique take on how to be a real man in modern society.
s9002,TV Show,Roadkill Garage,,,2.42,,,2017,TV-NR,1 Season,Sports\Unscripted,You Yi is a younger innocent and type-hearted socialite and a successful creator residing with anyone's adoration and envy. Her ideal lifestyles is grew to become upside-down while she discovers a betrayal by way of the two most trusted human beings in her existence. With no one left to turn to she unearths safe haven in the friendship and guide of Yan Wei.
s4292,Movie,Cleaning Lady,Jon Knautz,Alexis Kendra\Stelio Savante,3.43,,,2019,16+,90 min,Horror\Suspense,Ben and Rose are children from two different eras who secretly wish their lives were different. Ben longs for the father he has never known while Rose dreams of a mysterious actress whose life she chronicles in a scrapbook. When Ben discovers a puzzling clue in his home and Rose reads an enticing headline in the newspaper both children set out on quests that unfold with mesmerizing symmetry.
s3159,TV Show,Bananas in Pyjamas,,,4.19,,,2013,ALL,2 Seasons,Animation\Kids,A group of naive boys find that life as desperadoes in the west is more serious that they understood when they embark on abortive careers in bushwhacking. Violence betrayal sombre colours and a Beckettsian whimsy mark this ironic western.
s328,TV Show,Tin Star,,Tim Roth\Christina Hendricks\Genevieve O'Reilly,4.41,,,2019,18+,2 Seasons,Drama\Suspense,The epic thriller starring Tim Roth returns for its second season as Anna offers her father a chance at forgiveness when she tasks him with saving Pastor Johan Nickel the head of a family who have taken her in from destruction.
s4100,Movie,Damascus Under fire,Ebrahim Hatamikia,Babak Hamidian\Hadi Hejazifar\Pierre Dagher,2.04,,,2018,18+,113 min,Action\Drama\Suspense,A gang is terrorizing a town when a marshall rides in and organizes the ranchers against the outlaws.
s7920,Movie,Konga,John Lemont,,1.76,,,1961,7+,90 min,Science fiction,Deep in the jungles of Southeast Asia a terrorist organization has stolen materials to create a dangerous chemical bomb.
s8537,Movie,Personals,Mike Sargent,Malik Yoba\Stacey Dash\Monteria Ivey,1.43,,,1999,R,91 min,Comedy,"Recorded Live at the Canyon Club in Agoura Hills CA Stand-up comedian writer and actor Craig Shoemaker returns to the live arena after a spate of film appearances and work as an author of children's books. The Love Master Unzipped finds Shoemaker adopting the guise of his alter-ego ""The Lovemaster"" and wowing an audience of dedicated fans."
s8948,Movie,Elvira's Movie Macabre: Tormented,D.J. Viola\Bert I. Gordon,Cassandra Peterson,2.17,,,2011,16+,92 min,Comedy\Horror,A schoolteacher teams up with with a priest to stop a town being overrun by vampires.
s330,TV Show,Time Team America,,,4.32,,,2014,TV-PG,1 Season,Special Interest,From PBS - TIME TEAM AMERICA plunges the viewer into the grime and glory of real-life archaeology: epiphany and exhaustion discovery and disappointment. The team explores the mysteries of the past through what they find buried below the ground.
s6170,Movie,Wonderful Nursery Rhymes with KiiYii,Cannis Holder,,2.32,,,2019,ALL,48 min,Kids,An anthology film that takes you to different eras in the history of Kerala through three stories about relationships & emotions.
s6638,Movie,Jack Vs Lanterns,Jason Liquori,,2.71,,,2021,13+,105 min,Horror,The smart and clever Baby Panda Kiki is super-powerful of magical Chinese characters. Whenever he and his friends encounter various life problems he will use Chinese characters to solve them.
s9018,Movie,Jeff Allen: I Can Laugh About it Now,Isaac Halasima,Jeff Allen,2.5,,,2019,7+,42 min,Arts\Entertainment\and Culture\Comedy\Special Interest,"Before the dawn of reality T. V. the film Acting Out showed everyday people revealing their most private fantasies. Ten people were selected after answering an ad in Gallery Magazine. From there they were provided with a naked cast a private setting and film crew. In front of the cameras and without a script they were given the opportunity to ""act out"" their sexually deviant dreams."
s5997,Movie,Who Gets The Dog,Huck Botko,Ryan Kwanten\Alicia Silverstone\Randall Batinkoff,2.17,,,2016,PG,96 min,Arthouse\Arts\Entertainment\and Culture\Comedy,How did the author PG Wodehouse come to face a charge of treason during the Second World War and how did this quintessential Englishman creator of Jeeves and Wooster become an exile from his own country?
s1234,TV Show,Qin Dynasty Epic,,Zhang Luyi\Duan Yihong\Li Naiwen\Zhu Zhu,3.2,,,2020,13+,1 Season,Action\Drama,The TV series tells the story of Qin Shihuang Yingzheng under the assistance of Lu Buwei Li Si Wang Jian etc. destroying the six countries unifying the world and establishing the first unified centralized state in Chinese history.
s9538,TV Show,Pan y Circo,,,4.98,,8-Oct-21,2021,7+,2 Seasons,Special Interest\Talk Show and Variety\Unscripted,Date Night: Making a Scene
s9547,TV Show,Hidden Villages,,Penelope Keith,3.7,,8-Oct-21,2016,ALL,2 Seasons,Documentary\Special Interest,A world renown atheist offers one million dollars to anyone who can prove the existence of Goa and challenge him to a debate on live radio. After defeating many unlearned Christians a small church goer faces him off and they battle for the next couple of weeks. The result will change the lives of many forever
s396,TV Show,The Whole Package,,Robyn Daye Edwards\Wade Hopwo\Dan Lypchuk,1.25,,,2020,18+,1 Season,Drama\LGBTQ\Unscripted,"Amateur male underwear models compete in stripped-down photoshoot challenges for the chance to become Dirt Squirrel Company's newest brand ambassador $5000 cash and to be crowned ""The Whole Package""."
s1231,TV Show,Queer as Folk,,Aidan Gillen\Craig Kelly\Charlie Hunnam,2.23,,,2000,18+,2 Seasons,Drama\LGBTQ,In season two Nathan Stuart Vince and Alexander face the world's joys and hardships together from secret crushes to family outings and more.
s2270,TV Show,Half & Half,,,4.92,,,2006,TV-PG,4 Seasons,Comedy,"Rough but sensitive ship's stoker Hank Smith (Bendix) who believes his strength comes from the excessive hair that covers his body. When Hank's ship docks in Lisbon he meets beautiful heartless and wealthy socialite Mildred Douglas (Hayward) the lover of second engineer Lazar (Loder). Mildred is disgusted by Hank calling him a ""hairy ape"" but when she sees that he is fascinated and lusts after her she decides to lead him on. She later uses her hold over him so that he can become a pawn in her nefarious schemes leading to a disastrous chain of events."
s5628,Movie,Jurassic Dinosaur playtime! T-Rex Ranch,Aaron Michael,LB\Aaron Michael,2.38,,,2019,ALL,12 min,Kids,Stree is set in a town where everyone is familiar with the fables of a strange woman who calls men by their name and abducts them leaving their clothes behind. Nobody knows any facts Everybody diligently makes sure the inscription O Stree Kal Aana (O Woman Come Tomorrow) is written on their walls and at night try and stay indoors. Vicky along with his friends decides to unravel the mystery.
s381,Movie,The World's Most Beautiful Beaches,Mark Knight,,2.15,,,2012,ALL,60 min,Documentary\Special Interest,A soothing video postcard with no narration-simply the natural sounds and video in HD. Scenes include Eternity Beach Oahu Asilomar Beach California Trunk Bay St. John San Jose del Cabo Mexico Del Norte Coast Beach California Cinnamon Beach St. John Vidigal Beach Rio de Janeiro Sea of Cortez Mexico Tunnels Beach Kauai and Beach Cabanas Cabo San Lucas Mexico.
s661,TV Show,The first 48 Presents: Homicide Squad Atlanta,,Adam III Lee,4.14,,,2019,TV-14,1 Season,TV Shows,A beautiful teenager is found naked and shot to death in a city park. With no evidence to work with rookie detective Andre Lowe struggles to unravel the mystery. But the viciousness of her mysterious death evokes the sympathy of the entire Homicide Unit.
s7783,Movie,The GiggleBellies: Monster Trucks,TheGiggleBellies,The GiggleBellies Monster Trucks,3.05,,,2019,ALL,75 min,Kids,Dance and sing along with all of the Kidloom characters to all sorts of fun children's songs- some classics and some new! Featuring Dinos the Ecoamigos Pipo the Astronaut Dog Frida and more! Have fun learning about topics such as numbers the alphabet fruits vegetables animals seasons and emotions.
s1945,Movie,KiiYii - Humpty Dumpty & More Classic Kids Songs,Moonbug Entertainment,,4.93,,,2020,ALL,26 min,Kids,A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers ABCs and general learning! From the creators of LittleBabyBum KiiYii allows the child's imagination to go further!
s4377,Movie,Monsieur Lazhar,Philippe Falardeau,Mohamed Fellag\Sophie Nelisse\Emilien Neron,2.41,,,2012,PG-13,95 min,Arthouse\Drama,This film celebrating the inspiring events of Jesus' last days is an adaptation taken directly from The New Testament. Cornelius is a Roman Centurion who upon orders from the Apostle Thomas is sent to proclaim the glories of Christ. Cornelius recounts the story of Jesus' arrival in Jerusalem the Last Supper the crucifixion and his appearance before Mary Magdalene.
s7326,TV Show,Akedo: Ultimate Arcade Warriors,,,2.6,,,2021,ALL,1 Season,Action\Animation\Kids,As long as they can remember Yasmin Cloe Sasha and Jade have been best friends but now as the foursome enter high school their friendships are tested by social cliques and the evil student body president Meredith. As the BRATZ are pulled apart they must learn that true empowerment means standing up for your friends being true to oneself and living out one's dreams.
s8277,Movie,Pen Puthi Mun Puthi,Senthilnathan,Ramki\Gowthami\Goundamani\Senthil\Sujatha,2.95,,,1989,ALL,136 min,Comedy\Drama,With the help of his conscience Jimmy the unlikely hero. Misha finds the strength to overcome his ego and earn money using a ride-sharing app called LIFT which sets him on an ethereal journey where he'll rediscover himself find true love and finally realize his dream.
s5272,Movie,Lamhe,Yash Chopra,Anil Kapoor\Sridevi\Anupam Kher\Waheeda Rehman,2.66,India,,1991,ALL,188 min,Drama\International\Romance,A politician orders two indepentant goons to plant a bag with a ticking bomb. A rackteer has a bag full of fake notes. A couple have bag full ransom money intended for their kid's safety. Then there's the couple who recently broke up with bag full of gifts they gave each other. All these stories wind up to a confusing hilarious pulsating end at the Hara Hara Mahadevaki resort.
s2032,TV Show,Jesus: His Life,,,1.87,,,2019,TV-PG,1 Season,Documentary\Special Interest,"Jesus: His Life explores the story of Jesus Christ through the people in his life who were closest to him. Each of the 8 chapters is told from the perspective of different biblical figures all of whom played a pivotal role – Joseph John the Baptist Mary Mother of Jesus Caiaphas Judas Iscariot Pontius Pilate Mary Magdalene and Peter. Vir Das travels across India with his friends to answer the question: What does India find funny?"" In Patiala they explore comedy and clichés. In Lucknow the hasya kavis give a masterclass. In Jodhpur the city welcomes new jesters. In Mysore a Mysore joke is written. In Kumarakom comedy after tragedy is explored. In Leh even the people in the harshest region of the country laugh."
